,movieId,min(rating),max(rating),avg(rating)
182,214,4.0,4.0,4.0
183,215,1.0,5.0,4.041666666666667
184,216,1.0,5.0,3.326530612244898
185,217,1.0,5.0,2.3333333333333335
186,218,2.0,5.0,3.4285714285714284
187,219,3.0,3.0,3.0
188,220,3.0,3.0,3.0
189,222,1.0,5.0,3.75
190,223,1.0,5.0,3.855769230769231
191,224,1.0,5.0,3.6125
192,225,2.0,5.0,3.5384615384615383
193,227,1.0,5.0,2.8636363636363638
194,228,1.0,3.0,2.3333333333333335
195,229,2.5,5.0,3.4285714285714284
196,230,2.0,5.0,3.3958333333333335
197,231,0.5,5.0,3.0601503759398496
198,232,1.5,5.0,3.892857142857143
199,233,3.0,4.0,3.5
200,234,1.0,4.0,2.588235294117647
201,235,1.0,5.0,3.6785714285714284
202,236,0.5,5.0,3.477777777777778
203,237,1.0,5.0,3.340909090909091
204,238,3.0,5.0,4.0
205,239,1.0,4.5,3.0
206,240,1.5,3.0,2.375
207,241,4.0,4.0,4.0
208,242,2.0,4.0,3.6
209,243,3.0,3.0,3.0
210,246,3.0,5.0,4.293103448275862
211,247,2.5,5.0,3.9285714285714284
212,248,1.5,5.0,3.176470588235294
213,249,2.0,5.0,3.7222222222222223
214,250,1.0,4.0,2.5
215,251,2.5,3.5,3.0
216,252,1.5,5.0,3.453488372093023
217,253,0.5,5.0,3.458715596330275
218,254,3.0,3.0,3.0
219,255,0.5,5.0,2.0714285714285716
220,256,0.5,5.0,2.8285714285714287
221,257,2.0,5.0,3.5
222,258,1.0,4.0,2.6
223,259,3.0,4.0,3.2
224,260,0.5,5.0,4.231075697211155
225,261,2.0,5.0,3.880952380952381
226,262,2.5,5.0,3.9047619047619047
227,263,4.0,4.0,4.0
228,265,2.0,5.0,3.9393939393939394
229,266,0.5,5.0,3.3970588235294117
230,267,1.0,5.0,2.9411764705882355
231,269,3.0,3.0,3.0
232,270,1.5,5.0,3.4
233,271,2.0,5.0,3.5
234,272,1.0,5.0,3.7580645161290325
235,273,1.0,5.0,2.9464285714285716
236,274,1.0,4.0,2.9285714285714284
237,275,1.0,3.0,2.0
238,276,2.0,5.0,3.25
239,277,0.5,5.0,3.223684210526316
240,278,1.0,2.0,1.5
241,279,3.0,3.0,3.0
242,280,3.0,5.0,4.076923076923077
243,281,3.0,5.0,3.7857142857142856
244,282,1.0,5.0,3.3375
245,283,2.0,5.0,3.6666666666666665
246,284,4.5,4.5,4.5
247,285,4.0,4.0,4.0
248,287,3.0,3.0,3.0
249,288,1.0,5.0,3.233695652173913
250,289,2.0,5.0,3.5625
251,290,3.0,5.0,4.035714285714286
252,291,2.0,3.0,2.3333333333333335
253,292,1.0,5.0,3.4257425742574257
254,293,1.0,5.0,4.018796992481203
255,294,3.0,3.0,3.0
256,295,3.0,3.0,3.0
257,296,0.5,5.0,4.197068403908795
258,298,2.0,2.0,2.0
259,299,3.0,5.0,4.0
260,300,0.5,5.0,3.5185185185185186
261,301,4.0,4.0,4.0
262,302,3.0,4.0,3.2
263,303,1.0,5.0,2.953125
264,304,2.0,5.0,3.6666666666666665
265,305,1.0,5.0,2.8333333333333335
266,306,1.0,5.0,4.21875
267,307,1.0,5.0,3.8958333333333335
268,308,2.0,5.0,4.025
269,310,3.0,3.0,3.0
270,311,3.0,3.0,3.0
271,312,0.5,3.0,1.4444444444444444
272,313,3.0,4.0,3.3333333333333335
273,314,2.5,5.0,3.75
274,315,0.5,5.0,3.0789473684210527
275,316,1.0,5.0,3.375
276,317,0.5,5.0,3.2037037037037037
277,318,1.0,5.0,4.429022082018927
278,319,1.0,5.0,3.6
279,320,3.0,3.0,3.0
280,321,4.0,4.0,4.0
281,322,2.0,5.0,3.55
282,324,4.0,4.0,4.0
283,325,1.5,5.0,2.5
284,326,3.0,5.0,4.0
285,327,0.5,5.0,2.823529411764706
286,328,2.0,5.0,3.15
287,329,1.0,5.0,3.3935185185185186
288,330,2.0,4.0,3.0
289,331,3.0,3.0,3.0
290,332,1.0,5.0,2.8333333333333335
291,333,1.0,5.0,3.78
292,334,3.0,5.0,4.2
293,335,3.0,4.0,3.5
294,336,3.0,3.0,3.0
295,337,0.5,5.0,3.7662337662337664
296,338,1.0,5.0,2.8421052631578947
297,339,1.0,5.0,3.4693877551020407
298,340,3.0,4.0,3.4
299,341,4.0,4.0,4.0
300,342,0.5,5.0,3.272727272727273
301,343,1.5,4.0,2.9
302,344,0.5,5.0,3.040372670807453
303,345,1.0,5.0,3.5972222222222223
304,346,3.0,4.0,3.5
305,347,3.0,5.0,3.5
306,348,1.0,5.0,3.5833333333333335
307,349,2.0,5.0,3.6045454545454545
308,350,0.5,5.0,3.3859649122807016
309,351,2.0,5.0,3.176470588235294
310,352,2.0,3.0,2.5
311,353,1.5,5.0,3.609375
312,354,2.0,4.0,3.3333333333333335
313,355,0.5,5.0,2.357142857142857
314,356,0.5,5.0,4.164133738601824
315,357,0.5,5.0,3.5194174757281553
316,358,2.0,3.0,2.6666666666666665
317,359,3.0,3.0,3.0
318,360,1.0,3.0,2.6875
319,361,2.0,4.0,3.0588235294117645
320,362,1.0,5.0,3.5294117647058822
321,363,4.0,4.0,4.0
322,364,1.0,5.0,3.941860465116279
323,365,2.0,4.0,3.25
324,366,1.0,5.0,2.9166666666666665
325,367,0.5,5.0,3.1847133757961785
326,368,1.0,5.0,3.5
327,369,4.0,4.0,4.0
328,370,0.5,5.0,3.060344827586207
329,371,1.0,5.0,3.3095238095238093
330,372,1.0,5.0,2.761904761904762
331,373,3.0,5.0,3.6363636363636362
332,374,0.5,5.0,2.2
333,376,1.5,5.0,3.25
334,377,0.5,5.0,3.5292397660818713
335,378,1.0,3.5,2.7857142857142856
336,379,1.0,4.0,2.5
337,380,0.5,5.0,3.497191011235955
338,381,2.5,5.0,3.8181818181818183
339,382,1.5,5.0,3.15625
340,383,1.0,5.0,3.0952380952380953
341,384,3.0,3.5,3.25
342,385,4.0,4.0,4.0
343,386,3.0,3.0,3.0
344,387,1.0,3.5,2.375
345,388,2.0,4.0,3.0
346,389,4.0,5.0,4.5
347,390,2.0,5.0,3.7
348,391,4.5,4.5,4.5
349,393,1.0,4.5,2.5
350,405,1.0,3.0,2.4166666666666665
351,406,3.0,3.0,3.0
352,407,2.0,5.0,3.4375
353,408,2.0,4.0,3.0
354,409,2.0,2.0,2.0
355,410,1.0,5.0,3.1011904761904763
356,412,2.0,5.0,3.5
357,413,1.0,5.0,2.7884615384615383
358,414,2.0,3.0,2.3333333333333335
359,415,1.0,4.0,2.53125
360,416,1.0,4.0,2.5
361,417,2.0,5.0,3.6923076923076925
362,418,3.0,3.0,3.0
363,419,0.5,5.0,2.675
364,420,0.5,5.0,2.7203389830508473
365,421,2.0,4.0,3.2083333333333335
366,422,3.0,4.0,3.2
367,423,2.0,4.0,2.85
368,424,1.0,3.0,1.8333333333333333
369,425,3.5,4.0,3.75
370,426,3.0,4.0,3.142857142857143
371,427,1.0,4.0,2.5416666666666665
372,428,2.5,5.0,3.7222222222222223
373,429,1.0,3.0,2.0
374,430,2.5,5.0,3.75
375,431,1.0,5.0,3.738095238095238
376,432,0.5,5.0,2.6454545454545455
377,433,1.5,4.0,2.75
378,434,0.5,5.0,3.0346534653465347
379,435,0.5,5.0,2.4206349206349205
380,436,1.5,4.0,2.5714285714285716
381,437,1.0,3.0,2.1666666666666665
382,438,2.0,4.0,2.7142857142857144
383,440,2.0,5.0,3.5460526315789473
384,441,1.0,5.0,3.9285714285714284
385,442,0.5,5.0,3.0925925925925926
386,444,2.0,4.0,2.3333333333333335
387,445,1.0,4.0,3.0
388,446,1.0,5.0,3.8333333333333335
389,448,3.0,4.0,3.625
390,449,1.0,1.0,1.0
391,450,2.0,4.0,3.0
392,451,4.0,4.0,4.0
393,452,2.0,4.0,3.0
394,453,2.0,4.0,2.8
395,454,1.0,5.0,3.5346534653465347
396,455,0.5,4.0,2.391891891891892
397,456,2.0,5.0,3.75
398,457,0.5,5.0,3.9921052631578946
399,458,2.0,3.0,2.8
400,459,1.5,3.0,2.25
401,460,2.0,3.0,2.6666666666666665
402,461,1.0,4.0,2.75
403,464,2.0,4.0,2.9
404,466,0.5,5.0,2.8666666666666667
405,467,5.0,5.0,5.0
406,468,1.5,5.0,3.2045454545454546
407,469,2.0,4.0,3.4
408,470,1.0,1.0,1.0
409,471,1.0,5.0,3.55
410,472,1.5,3.0,2.5833333333333335
411,473,1.0,3.5,1.8571428571428572
412,474,2.5,5.0,3.692857142857143
413,475,3.0,5.0,4.3
414,476,1.0,1.0,1.0
415,477,2.0,4.0,3.3823529411764706
416,478,2.5,2.5,2.5
417,479,2.0,3.0,2.25
418,480,0.5,5.0,3.75
419,481,1.5,5.0,3.1578947368421053
420,482,3.0,4.0,3.625
421,484,1.0,5.0,3.0
422,485,0.5,5.0,2.9339622641509435
423,486,2.0,4.0,3.0
424,487,1.0,5.0,2.5
425,488,3.0,3.0,3.0
426,489,2.0,3.0,2.8636363636363638
427,490,2.0,4.0,3.0
428,491,1.0,5.0,3.2941176470588234
429,492,2.0,5.0,3.75
430,493,3.0,5.0,3.6666666666666665
431,494,1.0,5.0,3.3780487804878048
432,495,5.0,5.0,5.0
433,496,5.0,5.0,5.0
434,497,1.5,5.0,3.813953488372093
435,499,2.0,3.0,2.5
436,500,0.5,5.0,3.388888888888889
437,501,2.0,5.0,3.6666666666666665
438,502,1.0,5.0,2.3666666666666667
439,504,3.0,3.0,3.0
440,505,0.5,4.0,2.2142857142857144
441,506,4.0,5.0,4.5
442,507,2.0,4.0,3.3846153846153846
443,508,1.0,5.0,3.6136363636363638
444,509,0.5,5.0,3.540983606557377
445,510,3.0,3.0,3.0
446,511,2.0,4.0,3.0
447,512,2.0,4.0,3.0
448,513,3.0,4.0,3.375
449,514,2.0,5.0,3.4166666666666665
450,515,1.0,5.0,3.6041666666666665
451,516,2.0,5.0,3.0555555555555554
452,517,2.0,5.0,3.2777777777777777
453,518,2.0,3.0,2.375
454,519,1.0,5.0,2.4047619047619047
455,520,1.0,5.0,3.130434782608696
456,521,3.0,3.5,3.1666666666666665
457,522,0.5,4.5,3.2857142857142856
458,523,3.0,4.0,3.5
459,524,1.0,5.0,3.485294117647059
460,526,4.0,4.0,4.0
461,527,0.5,5.0,4.225
462,528,2.0,3.0,2.3333333333333335
463,529,2.5,5.0,3.875
464,531,1.0,5.0,3.25
465,532,2.0,4.0,3.0
466,533,2.0,4.0,2.888888888888889
467,534,2.0,5.0,3.607142857142857
468,535,1.0,5.0,3.2666666666666666
469,536,3.0,4.0,3.3333333333333335
470,537,1.0,4.0,3.1666666666666665
471,538,2.0,5.0,3.5833333333333335
472,539,1.0,5.0,3.4716981132075473
473,540,1.0,4.0,2.6666666666666665
474,541,0.5,5.0,4.100806451612903
475,542,0.5,5.0,2.7857142857142856
476,543,0.5,5.0,3.317073170731707
477,544,1.0,3.0,2.4375
478,546,0.5,3.5,2.0
479,547,2.5,4.0,3.25
480,548,1.5,4.0,2.75
481,549,4.0,5.0,4.5
482,550,2.0,5.0,3.4
483,551,0.5,5.0,3.553763440860215
484,552,1.5,5.0,3.262295081967213
485,553,1.0,5.0,3.8153846153846156
486,555,2.0,5.0,3.8
487,556,2.0,4.0,3.3333333333333335
488,558,2.0,4.0,2.9375
489,562,2.0,5.0,3.5434782608695654
490,563,4.0,4.0,4.0
491,564,1.0,2.0,1.5
492,567,1.0,3.0,2.0
493,568,3.0,4.0,3.5
494,569,1.0,4.0,2.6666666666666665
495,573,3.5,3.5,3.5
496,574,3.0,4.0,3.25
497,575,0.5,5.0,2.65625
498,577,1.0,3.0,2.125
499,579,3.0,3.0,3.0
500,580,1.0,4.0,2.8
501,581,3.0,5.0,4.0
502,583,4.0,4.0,4.0
503,585,0.5,4.0,2.736111111111111
504,586,1.0,5.0,2.9956896551724137
505,587,1.0,5.0,3.4347826086956523
506,588,0.5,5.0,3.7923497267759565
507,589,0.5,5.0,3.970982142857143
508,590,1.0,5.0,3.8353658536585367
509,592,1.0,5.0,3.4285714285714284
510,593,0.5,5.0,4.161290322580645
511,594,1.5,5.0,3.616883116883117
512,595,2.0,5.0,3.7705479452054793
513,596,0.5,5.0,3.45
514,597,0.5,5.0,3.4851851851851854
515,599,2.0,5.0,3.8181818181818183
516,600,4.0,4.0,4.0
517,602,4.0,4.0,4.0
518,605,1.0,4.5,3.0
519,606,2.0,4.0,3.0
520,608,2.0,5.0,4.116022099447513
521,609,2.0,5.0,3.5714285714285716
522,610,1.0,5.0,3.5454545454545454
523,611,1.0,5.0,2.4166666666666665
524,612,1.5,3.5,2.5
525,613,1.0,5.0,3.1875
526,615,3.0,3.0,3.0
527,616,1.0,5.0,3.411111111111111
528,617,2.0,4.0,2.8333333333333335
529,618,3.0,3.0,3.0
530,619,0.5,5.0,2.6
531,626,5.0,5.0,5.0
532,627,2.0,5.0,3.3333333333333335
533,628,1.0,5.0,3.642857142857143
534,631,1.0,5.0,3.1818181818181817
535,632,4.0,4.0,4.0
536,633,5.0,5.0,5.0
537,634,1.0,3.0,2.25
538,635,3.0,3.0,3.0
539,636,3.0,3.0,3.0
540,637,1.0,5.0,3.0454545454545454
541,638,3.0,3.0,3.0
542,639,2.0,4.0,3.0
543,640,1.0,5.0,2.6818181818181817
544,645,3.0,4.0,3.5
545,647,0.5,5.0,3.3275862068965516
546,648,0.5,5.0,3.537037037037037
547,649,3.0,3.0,3.0
548,650,1.0,5.0,3.0
549,653,0.5,5.0,3.0923076923076924
550,656,2.0,4.0,3.0
551,661,1.0,5.0,3.4489795918367347
552,662,1.0,5.0,3.2857142857142856
553,663,1.0,5.0,3.2916666666666665
554,665,4.0,4.5,4.333333333333333
555,667,1.5,5.0,2.8125
556,668,3.5,5.0,4.25
557,670,4.5,5.0,4.75
558,671,0.5,5.0,3.486111111111111
559,673,0.5,5.0,2.707547169811321
560,674,1.0,5.0,3.1666666666666665
561,678,3.0,4.5,3.8333333333333335
562,679,4.0,4.0,4.0
563,680,3.0,5.0,4.125
564,685,3.0,5.0,4.0
565,688,0.5,4.0,2.3333333333333335
566,691,3.0,4.0,3.3333333333333335
567,692,1.0,4.0,2.0
568,694,1.0,4.0,2.9545454545454546
569,695,4.0,4.0,4.0
570,697,1.5,3.0,2.7
571,698,1.0,1.0,1.0
572,700,1.5,4.0,3.2142857142857144
573,703,2.0,2.0,2.0
574,704,0.5,4.0,2.5714285714285716
575,706,3.0,3.0,3.0
576,707,1.0,5.0,2.880952380952381
577,708,1.0,5.0,3.3879310344827585
578,709,2.0,5.0,3.090909090909091
579,710,2.0,3.0,2.5625
580,711,2.0,5.0,3.05
581,714,1.0,5.0,3.966666666666667
582,715,3.0,4.0,3.6666666666666665
583,718,3.5,5.0,4.125
584,719,1.0,4.5,2.842857142857143
585,720,0.5,5.0,4.092592592592593
586,722,4.0,4.0,4.0
587,724,1.5,5.0,3.032258064516129
588,725,1.0,3.0,2.5
589,726,3.0,3.0,3.0
590,728,2.5,5.0,3.5
591,731,3.0,4.0,3.3333333333333335
592,733,0.5,5.0,3.6404958677685952
593,735,3.0,4.5,3.9285714285714284
594,736,1.0,5.0,3.321138211382114
595,737,0.5,5.0,2.65
596,741,2.5,5.0,4.148148148148148
597,742,1.0,4.0,2.8181818181818183
598,743,0.5,4.0,2.5172413793103448
599,745,1.0,5.0,3.8958333333333335
600,747,3.0,4.0,3.3333333333333335
601,748,1.0,5.0,3.1136363636363638
602,750,1.0,5.0,4.268041237113402
603,757,4.0,4.0,4.0
604,759,3.0,4.0,3.5
605,760,4.0,4.5,4.25
606,761,1.0,5.0,2.789473684210526
607,762,0.5,5.0,2.4146341463414633
608,764,3.0,4.0,3.5
609,765,2.0,5.0,3.1578947368421053
610,766,3.0,4.0,3.5
611,773,3.5,3.5,3.5
612,775,3.0,3.0,3.0
613,778,0.5,5.0,4.03921568627451
614,779,3.0,5.0,4.0
615,780,0.5,5.0,3.4455445544554455
616,781,2.5,4.5,3.5
617,782,2.0,5.0,3.0
618,783,0.5,5.0,3.3297872340425534
619,784,0.5,5.0,2.8055555555555554
620,785,1.5,5.0,3.369047619047619
621,786,0.5,5.0,3.109375
622,788,0.5,5.0,2.731707317073171
623,790,2.0,2.0,2.0
624,791,4.0,4.0,4.0
625,795,3.0,4.0,3.5
626,798,1.0,5.0,2.7083333333333335
627,799,0.5,5.0,3.4565217391304346
628,800,2.0,5.0,4.157894736842105
629,801,2.0,5.0,3.1363636363636362
630,802,1.0,5.0,3.3369565217391304
631,803,4.0,4.0,4.0
632,804,2.0,5.0,3.25
633,805,1.0,5.0,3.657142857142857
634,806,1.5,1.5,1.5
635,808,3.0,4.0,3.5
636,809,1.5,4.0,2.3333333333333335
637,810,0.5,5.0,2.25
638,813,2.0,4.0,2.8
639,818,2.0,5.0,3.25
640,823,3.5,3.5,3.5
641,824,4.0,4.0,4.0
642,828,2.0,5.0,3.3333333333333335
643,829,1.0,4.0,2.6666666666666665
644,830,1.0,5.0,3.0714285714285716
645,832,1.5,5.0,3.3378378378378377
646,833,0.5,4.0,2.0
647,835,3.0,4.0,3.6666666666666665
648,836,1.0,4.0,2.8823529411764706
649,837,1.0,5.0,3.272727272727273
650,838,2.0,5.0,3.9166666666666665
651,839,1.0,5.0,2.8333333333333335
652,840,3.0,4.0,3.375
653,841,3.0,3.0,3.0
654,842,1.0,5.0,2.5416666666666665
655,848,1.0,4.0,3.2857142857142856
656,849,1.0,5.0,2.9204545454545454
657,851,1.0,4.0,2.8333333333333335
658,852,0.5,5.0,3.1744186046511627
659,858,1.0,5.0,4.2890625
660,861,2.0,5.0,3.8333333333333335
661,866,2.0,5.0,4.0
662,867,0.5,3.0,1.75
663,869,3.0,4.0,3.6666666666666665
664,870,1.0,1.0,1.0
665,875,3.5,3.5,3.5
666,876,5.0,5.0,5.0
667,879,1.0,5.0,3.0
668,880,1.0,5.0,2.740740740740741
669,881,1.0,3.0,2.1
670,882,2.0,2.0,2.0
671,885,2.0,3.0,2.5
672,886,0.5,5.0,2.6666666666666665
673,888,0.5,3.0,2.1666666666666665
674,889,4.0,4.0,4.0
675,891,3.0,5.0,3.8
676,892,3.0,5.0,3.5384615384615383
677,893,3.0,5.0,3.6666666666666665
678,896,2.0,3.0,2.5
679,897,3.5,4.0,3.75
680,898,2.0,5.0,4.310344827586207
681,899,0.5,5.0,4.074468085106383
682,900,2.5,5.0,3.7083333333333335
683,901,1.0,5.0,3.0
684,902,1.0,5.0,3.8472222222222223
685,903,0.5,5.0,4.025
686,904,1.0,5.0,4.261904761904762
687,905,3.0,5.0,4.321428571428571
688,906,3.0,5.0,4.142857142857143
689,907,3.0,4.0,3.5
690,908,1.5,5.0,4.184210526315789
691,909,0.5,5.0,3.962962962962963
692,910,1.5,5.0,4.01
693,911,2.5,5.0,3.8076923076923075
694,912,0.5,5.0,4.24
695,913,3.0,5.0,4.170454545454546
696,914,0.5,5.0,4.042857142857143
697,915,2.0,5.0,3.7666666666666666
698,916,2.5,5.0,4.0576923076923075
699,917,3.0,4.0,3.5
700,918,3.0,5.0,4.1
701,919,1.0,5.0,3.880434782608696
702,920,1.0,5.0,3.6444444444444444
703,921,2.0,5.0,3.388888888888889
704,922,2.5,5.0,4.333333333333333
705,923,1.0,5.0,4.043478260869565
706,924,1.0,5.0,3.8944954128440368
707,926,1.0,5.0,4.229166666666667
708,927,4.0,4.0,4.0
709,928,2.5,5.0,4.166666666666667
710,929,3.5,3.5,3.5
711,930,3.0,5.0,4.25
712,931,3.0,5.0,3.8333333333333335
713,932,1.5,5.0,3.9375
714,933,1.5,5.0,4.217391304347826
715,934,1.0,5.0,3.25
716,935,2.5,5.0,3.8333333333333335
717,936,2.5,5.0,4.0
718,937,3.0,4.0,3.5
719,938,1.5,5.0,3.25
720,940,2.5,5.0,4.0
721,941,3.5,4.0,3.75
722,942,4.0,5.0,4.333333333333333
723,943,3.0,5.0,3.9285714285714284
724,944,4.0,4.0,4.0
725,945,3.0,5.0,4.071428571428571
726,946,0.5,4.0,2.5
727,947,1.5,5.0,3.75
728,948,3.0,5.0,3.9166666666666665
729,949,3.5,4.0,3.9166666666666665
730,950,2.5,5.0,3.857142857142857
731,951,3.5,5.0,4.392857142857143
732,952,2.5,4.5,3.625
733,953,0.5,5.0,4.0344827586206895
734,954,2.0,5.0,4.083333333333333
735,955,1.0,5.0,3.861111111111111
736,956,4.0,4.0,4.0
737,959,3.5,3.5,3.5
738,961,4.0,4.0,4.0
739,963,3.0,3.0,3.0
740,965,2.0,5.0,4.045454545454546
741,968,1.0,5.0,3.75
742,969,1.0,5.0,3.9705882352941178
743,970,3.5,3.5,3.5
744,971,2.5,5.0,4.1
745,973,3.5,4.0,3.9
746,976,3.0,3.0,3.0
747,979,3.0,3.0,3.0
748,981,3.0,3.0,3.0
749,982,3.0,3.0,3.0
750,984,2.0,5.0,3.5
751,986,2.5,5.0,3.5384615384615383
752,987,3.0,3.0,3.0
753,988,3.0,3.0,3.0
754,990,1.0,4.5,2.9
755,991,2.0,4.0,3.3181818181818183
